from_section,to_section,latitude,longitude,label
Ontario,Québec,46.1753750,-77.6351222,River Pines Lane [unclassified]
Ontario,Québec,46.1778658,-77.6393772,unnamed [track]
Ontario,Québec,46.1758285,-77.6361897,unnamed [track]
Ontario,Québec,46.1765116,-77.6380987,unnamed [track]
Manitoba,Saskatchewan,52.4579803,-101.6881293,980 [secondary]
Northwest Territories,Yukon,63.2686241,-130.0563703,unnamed [unclassified]
Northwest Territories,Yukon,63.2683239,-130.0850263,unnamed [unclassified]
Northwest Territories,Yukon,63.2816812,-130.1469589,unnamed [unclassified]
Northwest Territories,Yukon,63.2496719,-130.0238733,Canol Road [tertiary]
Alberta,British Columbia,58.6230128,-119.9972116,unnamed [tertiary]
Ontario,Québec,45.5985568,-74.4992689,unnamed [track]
Ontario,Québec,48.0771217,-79.5201228,unnamed [track]
Ontario,Québec,48.0970650,-79.5218492,Raven Mountain Road [service]
Ontario,Québec,48.1022572,-79.5215788,Raven Mountain Road [service]
Ontario,Québec,48.1134453,-79.5202291,Raven Mountain Road [service]
Ontario,Québec,48.1182694,-79.5213815,Raven Mountain Road [service]
Ontario,Québec,45.6212724,-74.9974383,Chemin Asa Cooke [residential]
Ontario,Québec,45.5800829,-74.4103150,344 [secondary]
Ontario,Québec,45.6412070,-74.7121543,unnamed [service]
New Brunswick,Québec,47.9812230,-66.9209449,NB 11 [primary]
Ontario,Québec,45.8179832,-77.0792358,unnamed [service]
Ontario,Québec,45.8203929,-77.0858083,unnamed [service]
Ontario,Québec,45.8198979,-77.0851897,unnamed [service]
Ontario,Québec,45.8185126,-77.0795250,unnamed [service]
Ontario,Québec,45.8184485,-77.0803796,unnamed [service]
Ontario,Québec,45.6016333,-74.5199742,unnamed [service]
Alberta,British Columbia,49.2625211,-114.4064644,unnamed [track]
Newfoundland and Labrador,Québec,52.8504684,-67.2411662,unnamed [track]
Newfoundland and Labrador,Québec,52.8430784,-67.2323341,unnamed [track]
Newfoundland and Labrador,Québec,52.8407716,-67.2267806,unnamed [track]
Newfoundland and Labrador,Québec,52.8536520,-67.2518043,unnamed [unclassified]
Newfoundland and Labrador,Québec,52.8483623,-67.2412321,unnamed [unclassified]
Newfoundland and Labrador,Québec,52.8532168,-67.2479756,unnamed [service]
Newfoundland and Labrador,Québec,52.8513437,-67.2464059,unnamed [service]
Newfoundland and Labrador,Québec,52.8542592,-67.2493491,unnamed [service]
Newfoundland and Labrador,Québec,52.8250980,-67.2010690,unnamed [unclassified]
Newfoundland and Labrador,Québec,52.8399136,-67.2268688,unnamed [unclassified]
Alberta,British Columbia,49.6311794,-114.6955427,unnamed [service]
Alberta,British Columbia,49.3734386,-114.5385594,unnamed [track]
Ontario,Québec,45.8246860,-77.0985304,unnamed [service]
Ontario,Québec,45.8259655,-77.1012898,unnamed [service]
Ontario,Québec,45.8287682,-77.1091762,unnamed [service]
Northwest Territories,Yukon,62.4620343,-129.2107639,unnamed [service]
Alberta,Saskatchewan,53.2569206,-110.0012323,22 Street [residential]
Alberta,Saskatchewan,53.2630542,-109.9998712,28 Street [residential]
Alberta,British Columbia,56.6730224,-120.0011887,unnamed [unclassified]
Alberta,British Columbia,56.6811832,-119.9993708,unnamed [unclassified]
Ontario,Québec,45.5971788,-74.5018760,unnamed [service]
Ontario,Québec,45.5973978,-74.4988919,unnamed [service]
Ontario,Québec,45.6368864,-74.9413026,unnamed [service]
Ontario,Québec,45.6335307,-74.8050894,unnamed [service]
Ontario,Québec,45.6335375,-74.8099132,unnamed [service]
Ontario,Québec,45.6326042,-74.8698270,unnamed [track]
Ontario,Québec,45.6351572,-74.8674403,unnamed [service]
Ontario,Québec,45.6363308,-74.9220738,unnamed [service]
Ontario,Québec,45.6366129,-74.9250761,unnamed [track]
Alberta,British Columbia,49.6464055,-114.6775293,unnamed [track]
Alberta,British Columbia,49.7044081,-114.6585636,Deadmans Pass Trail [track]
Alberta,British Columbia,49.7953507,-114.6266484,unnamed [track]
Alberta,British Columbia,49.7961786,-114.6244595,unnamed [track]
Alberta,British Columbia,50.1153469,-114.7188663,unnamed [track]
Alberta,British Columbia,49.7033606,-114.6599388,unnamed [track]
Ontario,Québec,45.3043419,-74.4620246,unnamed [service]
Ontario,Québec,45.3047601,-74.4615235,Chemin de Dalhousie [secondary]
Ontario,Québec,45.3095420,-74.4676101,unnamed [service]
Alberta,British Columbia,51.4526895,-116.2963716,1 [trunk]
Ontario,Québec,48.1608094,-79.5195106,Fred Francoeur Lane [unclassified]
Ontario,Québec,48.1595701,-79.5222376,unnamed [track]
Ontario,Québec,48.1526121,-79.5198963,unnamed [track]
Ontario,Québec,48.1488879,-79.5219747,unnamed [track]
Ontario,Québec,48.1746058,-79.5222040,unnamed [track]
Ontario,Québec,48.1701444,-79.5206435,unnamed [track]
Ontario,Québec,48.1672490,-79.5195269,unnamed [track]
Ontario,Québec,48.1905752,-79.5213373,unnamed [track]
Ontario,Québec,48.1990550,-79.5196068,unnamed [track]
Ontario,Québec,48.2454020,-79.5181300,Chemin Morganston [unclassified]
Alberta,British Columbia,49.3982337,-114.5813497,unnamed [track]
Alberta,British Columbia,49.3974716,-114.5797289,unnamed [track]
New Brunswick,Québec,47.3638255,-68.7634296,unnamed [track]
Northwest Territories,Yukon,60.0521884,-124.0168627,unnamed [track]
Northwest Territories,Yukon,60.0335789,-123.9209146,unnamed [track]
Alberta,Northwest Territories,59.9992522,-112.6475573,unnamed [track]
Alberta,Northwest Territories,59.9992791,-112.3689266,unnamed [track]
British Columbia,Yukon,59.9996815,-137.1155156,Squaw Creek Mining Road [track]
Ontario,Québec,48.1666041,-79.5222463,Cheminis Road [unclassified]
Ontario,Québec,48.2116912,-79.5180089,Chemin Morganston [unclassified]
Ontario,Québec,46.9025045,-79.2616771,Chemin de la Pointe-McMartin [unclassified]
Northwest Territories,Yukon,62.0203307,-128.3947602,YK 10 [secondary]
Manitoba,Ontario,55.8132068,-90.5904792,Fort Severn to Shamattawa Winter road [unclassified]
Ontario,Québec,45.6168332,-75.0053711,unnamed [service]
Manitoba,Saskatchewan,50.8327365,-101.5378915,unnamed [service]
Newfoundland and Labrador,Québec,52.8665502,-67.0629648,unnamed [track]
Newfoundland and Labrador,Québec,52.8648295,-67.0567493,Club de motoneige Les Lagopèdes de Fermont [track]
Newfoundland and Labrador,Québec,52.8935106,-67.3273758,unnamed [track]
Newfoundland and Labrador,Québec,52.8193711,-67.1766909,unnamed [track]
New Brunswick,Québec,47.8934227,-67.2299074,Rang de l'Église Sud [unclassified]
New Brunswick,Québec,47.8913032,-67.2245511,Rang de l'Église Sud [unclassified]
Ontario,Québec,46.2641680,-78.2962788,R0834 [unclassified]
Newfoundland and Labrador,Québec,52.8672055,-67.1111210,500 [trunk]
New Brunswick,Québec,47.3482027,-68.8150137,unnamed [track]
Ontario,Québec,45.2313481,-74.3637939,Chemin Sainte-Claire [tertiary]
Ontario,Québec,47.3793118,-79.5401107,unnamed [track]
Alberta,British Columbia,55.1226840,-119.9990460,unnamed [unclassified]
Alberta,British Columbia,55.0171766,-119.9970371,unnamed [unclassified]
Manitoba,Ontario,49.7722255,-95.1555313,Bell's Road [residential]
Manitoba,Saskatchewan,54.7605507,-101.8991675,unnamed [track]
Manitoba,Saskatchewan,54.7886537,-101.9073984,unnamed [track]
Manitoba,Saskatchewan,54.7727301,-101.9035712,unnamed [track]
Ontario,Québec,46.9005045,-79.2634778,unnamed [service]
Manitoba,Saskatchewan,54.8464266,-101.9131933,unnamed [tertiary]
Ontario,Québec,45.8270129,-77.1081810,148 [primary]
British Columbia,Yukon,60.0007343,-130.2491882,unnamed [service]
Alberta,Saskatchewan,53.2874626,-109.9993469,unnamed [service]
Alberta,Saskatchewan,53.2825290,-110.0013328,49 Street [residential]
Ontario,Québec,46.7236782,-79.1075565,unnamed [track]
Ontario,Québec,46.7274630,-79.1082894,unnamed [track]
Ontario,Québec,45.5260073,-75.4297343,Chemin de la Rive [unclassified]
Alberta,Saskatchewan,53.2489127,-110.0013938,12 Street [secondary]
Alberta,Saskatchewan,51.3869656,-110.0010703,7 [trunk]
Alberta,Saskatchewan,53.3280299,-109.9999196,unnamed [service]
Alberta,Saskatchewan,53.7149161,-109.9998910,unnamed [service]
Alberta,Saskatchewan,53.7169866,-110.0001196,unnamed [service]
Ontario,Québec,45.3908171,-75.8036232,Promenade Crescent [residential]
Ontario,Québec,45.3910773,-75.8013809,Promenade Crescent [residential]
Ontario,Québec,45.3897817,-75.8134624,Rue Victor-Beaudry [residential]
Ontario,Québec,45.3880193,-75.8321414,Rue du Languedoc [residential]
Ontario,Québec,45.3869830,-75.8420890,Rue Forest [residential]
Ontario,Québec,45.4306240,-75.7329613,unnamed [service]
Ontario,Québec,45.4773658,-75.6311163,Rue Sabourin [residential]
British Columbia,Yukon,59.9969341,-124.2797599,unnamed [unclassified]
Manitoba,Saskatchewan,51.5673304,-101.6017466,unnamed [track]
Ontario,Québec,45.2989548,-74.4542152,unnamed [service]
New Brunswick,Québec,47.2935166,-69.0613445,unnamed [track]
Alberta,Saskatchewan,50.9729340,-110.0009928,741 [secondary]
Ontario,Québec,45.9094686,-77.2510307,unnamed [service]
Ontario,Québec,45.9086396,-77.2506600,unnamed [service]
Alberta,Saskatchewan,52.3611754,-110.0017910,14 [primary]
Alberta,Saskatchewan,49.6491436,-110.0011910,TCT [unclassified]
Ontario,Québec,45.6142580,-75.0096638,unnamed [service]
Manitoba,Saskatchewan,50.7840016,-101.5287378,16 [trunk]
Ontario,Québec,47.2901548,-79.4562220,Chemin du Vieux-Fort [unclassified]
Ontario,Québec,45.3400938,-74.4716201,unnamed [track]
New Brunswick,Québec,47.9262404,-68.3571823,unnamed [unclassified]
New Brunswick,Québec,47.9282573,-68.2966557,unnamed [track]
New Brunswick,Québec,47.9280554,-68.2913725,unnamed [unclassified]
British Columbia,Yukon,60.0022819,-127.7340682,BC 97 [trunk]
British Columbia,Yukon,60.0019636,-127.8971182,BC 97 [trunk]
British Columbia,Yukon,59.9997851,-131.1939033,YK 1 [trunk]
Ontario,Québec,45.6554295,-74.6599005,Chemin Kilmar [tertiary]
Alberta,British Columbia,58.4262700,-120.0034290,unnamed [tertiary]
Alberta,British Columbia,49.7742786,-114.6298389,Racehorse Pass Trail [track]
Ontario,Québec,45.4834529,-75.5790153,unnamed [service]
Ontario,Québec,45.2960254,-74.4501464,unnamed [service]
Manitoba,Ontario,49.7400068,-95.1551137,former trans canada route [track]
Ontario,Québec,45.4411275,-75.7232517,5 [motorway]
